product,quantity,price,date
A4 Paper Pack,283,106.0,2025-09-01
A4 Paper Pack,156,97.0,2025-09-04
A4 Paper Pack,107,96.0,2025-08-24
A4 Paper Pack,111,108.0,2025-09-04
A4 Paper Pack,343,102.0,2025-10-02
A4 Paper Pack,411,99.0,2025-09-25
A4 Paper Pack,431,102.0,2025-10-10
A4 Paper Pack,330,109.0,2025-09-17
A4 Paper Pack,464,109.0,2025-10-21
A4 Paper Pack,366,105.0,2025-09-26
A4 Paper Pack,196,101.0,2025-09-17
A4 Paper Pack,422,92.0,2025-10-30
A4 Paper Pack,141,99.0,2025-09-21
A4 Paper Pack,237,107.0,2025-08-23
A4 Paper Pack,163,98.0,2025-10-24
A4 Paper Pack,221,105.0,2025-08-15
File Folder,413,210.0,2025-09-12
File Folder,261,199.0,2025-09-30
File Folder,373,216.0,2025-09-23
File Folder,460,197.0,2025-10-06
File Folder,495,206.0,2025-09-14
File Folder,409,206.0,2025-09-30
File Folder,421,215.0,2025-10-17
File Folder,282,200.0,2025-08-07
File Folder,490,199.0,2025-10-05
File Folder,296,205.0,2025-08-18
File Folder,113,212.0,2025-10-20
File Folder,165,207.0,2025-09-04
File Folder,283,208.0,2025-09-19
File Folder,221,213.0,2025-08-30
File Folder,146,212.0,2025-11-03
File Folder,342,205.0,2025-09-22
File Folder,315,216.0,2025-10-31
File Folder,172,212.0,2025-10-06
File Folder,485,207.0,2025-10-07
File Folder,281,206.0,2025-10-07
File Folder,299,202.0,2025-08-07
File Folder,218,216.0,2025-11-03
File Folder,135,199.0,2025-09-18
File Folder,101,212.0,2025-08-12
File Folder,120,199.0,2025-08-20
File Folder,390,201.0,2025-09-28
File Folder,410,198.0,2025-10-16
File Folder,202,206.0,2025-10-06
File Folder,293,211.0,2025-10-26
File Folder,257,212.0,2025-08-27
Document Holder,480,60.0,2025-10-03
Document Holder,179,64.0,2025-08-12
Document Holder,229,64.0,2025-09-06
Document Holder,111,68.0,2025-10-11
Document Holder,316,51.0,2025-08-16
Document Holder,167,69.0,2025-09-12
Document Holder,134,53.0,2025-09-17
Document Holder,293,65.0,2025-08-24
Document Holder,254,55.0,2025-10-03
Document Holder,348,56.0,2025-09-23
Document Holder,112,68.0,2025-08-30
Document Holder,166,68.0,2025-09-04
Document Holder,152,65.0,2025-10-28
Document Holder,379,54.0,2025-11-05
Document Holder,316,67.0,2025-08-21
Document Holder,382,52.0,2025-09-07
Document Holder,219,66.0,2025-09-19
Document Holder,274,55.0,2025-08-18
Document Holder,446,66.0,2025-09-29
Document Holder,338,67.0,2025-09-07
Document Holder,368,63.0,2025-09-21
Document Holder,407,62.0,2025-09-14
Document Holder,275,54.0,2025-10-11
Document Holder,486,67.0,2025-10-15
Document Holder,300,68.0,2025-08-27
Document Holder,473,51.0,2025-08-21
Document Holder,130,56.0,2025-09-13
Document Holder,380,56.0,2025-08-25
Document Holder,435,67.0,2025-10-04
Document Holder,167,58.0,2025-10-29
Calculator,232,88.0,2025-10-10
Calculator,469,97.0,2025-08-12
Calculator,139,92.0,2025-09-16
Calculator,319,102.0,2025-10-06
Calculator,498,99.0,2025-10-30
Calculator,295,90.0,2025-09-24
Calculator,383,85.0,2025-10-19
Calculator,500,91.0,2025-09-10
Calculator,130,90.0,2025-10-17
Calculator,296,89.0,2025-10-21
Calculator,250,89.0,2025-09-14
Calculator,474,99.0,2025-09-07
Calculator,324,100.0,2025-10-29
Calculator,340,87.0,2025-09-26
Calculator,496,91.0,2025-10-02
Calculator,393,85.0,2025-10-22
Calculator,137,87.0,2025-09-27
Calculator,471,90.0,2025-08-07
Calculator,364,84.0,2025-08-29
Calculator,100,91.0,2025-10-06
Calculator,106,88.0,2025-11-03
Calculator,231,99.0,2025-09-04
Calculator,324,84.0,2025-10-04
Calculator,181,97.0,2025-09-16
Calculator,290,87.0,2025-10-07
Calculator,348,85.0,2025-09-23
Calculator,344,91.0,2025-10-15
Calculator,437,96.0,2025-10-06
Calculator,445,88.0,2025-10-09
Calculator,285,87.0,2025-10-29
Scissors,478,52.0,2025-10-20
Scissors,230,48.0,2025-08-27
Scissors,184,55.0,2025-10-04
Scissors,387,37.0,2025-09-11
Scissors,353,47.0,2025-11-05
Scissors,299,40.0,2025-09-28
Scissors,213,53.0,2025-11-01
Scissors,360,50.0,2025-10-31
Scissors,257,44.0,2025-08-31
Scissors,212,50.0,2025-09-11
Scissors,401,54.0,2025-09-20
Scissors,184,52.0,2025-10-13
Scissors,450,54.0,2025-10-31
Scissors,151,38.0,2025-09-10
Scissors,441,41.0,2025-08-29
Scissors,375,52.0,2025-10-15
Scissors,127,43.0,2025-10-19
Scissors,417,41.0,2025-09-23
Scissors,165,39.0,2025-09-26
Scissors,447,51.0,2025-10-02
Scissors,277,42.0,2025-08-28
Scissors,380,52.0,2025-10-08
Scissors,344,53.0,2025-09-15
Scissors,257,42.0,2025-10-04
Scissors,349,40.0,2025-10-14
Scissors,407,52.0,2025-10-30
Scissors,105,36.0,2025-10-29
Scissors,129,50.0,2025-09-01
Scissors,263,54.0,2025-09-30
Scissors,439,53.0,2025-08-20
Tape,332,57.0,2025-10-17
Tape,162,56.0,2025-09-06
Tape,233,61.0,2025-10-07
Tape,427,54.0,2025-09-06
Tape,367,72.0,2025-09-06
Tape,497,69.0,2025-10-30
Tape,349,55.0,2025-08-16
Tape,352,64.0,2025-09-16
Tape,191,70.0,2025-09-23
Tape,345,71.0,2025-09-23
Tape,477,59.0,2025-10-24
Tape,231,66.0,2025-09-17
Tape,444,68.0,2025-09-22
Tape,338,55.0,2025-08-08
Tape,481,62.0,2025-08-16
Tape,177,65.0,2025-09-23
Tape,352,55.0,2025-08-31
Tape,328,71.0,2025-09-07
Tape,347,70.0,2025-11-01
Tape,288,67.0,2025-10-03
Tape,344,69.0,2025-10-06
Tape,340,66.0,2025-09-06
Tape,290,63.0,2025-10-29
Tape,195,53.0,2025-09-12
Tape,486,59.0,2025-08-07
Tape,314,55.0,2025-09-03
Tape,407,64.0,2025-08-31
Tape,152,61.0,2025-10-30
Tape,226,54.0,2025-08-11
Tape,435,62.0,2025-09-19
Correction Pen,374,53.0,2025-08-12
Correction Pen,146,53.0,2025-10-22
Correction Pen,141,49.0,2025-08-29
Correction Pen,459,36.0,2025-09-07
Correction Pen,194,45.0,2025-10-31
Correction Pen,372,39.0,2025-09-16
Correction Pen,245,38.0,2025-10-06
Correction Pen,232,39.0,2025-10-30
Correction Pen,414,40.0,2025-09-25
Correction Pen,191,52.0,2025-10-26
Correction Pen,437,45.0,2025-08-23
Correction Pen,363,48.0,2025-08-19
Correction Pen,404,37.0,2025-10-06
Correction Pen,257,35.0,2025-10-01
Correction Pen,220,37.0,2025-09-27
Correction Pen,208,52.0,2025-09-04
Correction Pen,144,36.0,2025-10-03
Correction Pen,240,50.0,2025-10-10
Correction Pen,352,42.0,2025-09-28
Correction Pen,261,37.0,2025-09-06
Correction Pen,449,35.0,2025-08-17
Correction Pen,333,45.0,2025-10-13
Correction Pen,241,43.0,2025-10-16
Correction Pen,153,53.0,2025-09-25
Correction Pen,365,51.0,2025-10-22
Correction Pen,206,51.0,2025-10-13
Correction Pen,262,51.0,2025-10-06
Correction Pen,354,49.0,2025-08-08
Correction Pen,231,36.0,2025-10-09
Correction Pen,316,51.0,2025-08-25
